id	chr	start	end	strand	length	tr.name	tr.strand
L2_level1_chr8_+_23171180	chr8	23171141	23171278	+	137	Alg11	+
L2_level1_chr1_+_95700541	chr1	95700466	95700573	+	107	Ing5	+
L2_level1_chr15_-_90800300	chr15	90800218	90800361	-	143	Kif21a	-
L2_level1_chr11_-_21471823	chr11	21471729	21472086	-	357	Mdh1	-
L2_level1_chr6_-_32099090	chr6	32098847	32099216	-	369	Plxna4	-
L2_level1_chr14_-_55735463	chr14	55735202	55735510	-	308	Jph4	-
L2_level1_chr2_-_176421054	chr2	176421007	176421073	-	66	Gm14434	-
L2_level1_chr11_+_70755640	chr11	70754937	70755739	+	802	Rabep1	+
L2_level1_chr16_+_96377821	chr16	96377475	96377867	+	392	Wrb	+
L2_level1_chr2_+_41543927	chr2	41543925	41543928	+	3	Lrp1b	-
L2_level1_chr4_-_117559919	chr4	117559797	117559989	-	192	Atp6v0b	-
L2_level1_chr6_+_45099482	chr6	45099115	45099754	+	639	Cntnap2	+
L2_level1_chr5_+_146005486	chr5	146005424	146005947	+	523	Zfp655	+
L2_level1_chr11_-_41989446	chr11	41989364	41989727	-	363	Gabra1	-
L2_level1_chr2_+_75497308	chr2	75497252	75497410	+	158	Gm6793	+
L2_level1_chr6_-_128493417	chr6	128493270	128493490	-	220	BC048546	-
L2_level1_chr10_-_86166253	chr10	86166231	86166356	-	125	Hsp90b1	-
L2_level1_chr13_-_107766907	chr13	107766742	107766955	-	213	Kif2a	-
L2_level1_chr5_-_131914266	chr5	131913998	131914510	-	512	Auts2	-
L2_level1_chr7_+_97592687	chr7	97592279	97592903	+	624	Crebzf	+
L2_level1_chr11_-_100445651	chr11	100445545	100445702	-	157	Dnajc7	-
L2_level1_chr6_+_5112350	chr6	5111922	5112967	+	1045	Ppp1r9a	+
L2_level1_chr11_+_83672817	chr11	83672815	83672824	+	9	Hnf1b	+
L2_level1_chr15_+_65618599	chr15	65618567	65618764	+	197	Efr3a	+
L2_level1_chr3_+_7551564	chr3	7551369	7552025	+	656	Fam164a	+
L2_level1_chr17_-_67240334	chr17	67240289	67240406	-	117	Ptprm	-
L2_level1_chr18_+_40690499	chr18	40690432	40691062	+	630	Kctd16	+
L2_level1_chr5_+_121847993	chr5	121847929	121848045	+	116	Naa25	+
L2_level1_chr16_+_41535327	chr16	41534992	41535420	+	428	Lsamp	+
L2_level1_chr4_-_4061528	chr4	4060995	4061673	-	678	Penk	-
L2_level1_chr7_+_146132407	chr7	146132354	146132452	+	98	Jakmip3	+
L2_level1_chrX_+_98877710	chrX	98877475	98878448	+	973	Ogt	+
L2_level1_chr1_-_94367556	chr1	94367407	94367579	-	172	Ndufa10	-
L2_level1_chr9_-_86775219	chr9	86774937	86775290	-	353	Snap91	-
L2_level1_chr18_+_69846987	chr18	69846881	69847161	+	280	Tcf4	+
L2_level1_chr9_-_107775042	chr9	107775005	107775233	-	228	Rbm6	-
L2_level1_chr16_+_91828460	chr16	91828412	91828548	+	136	Itsn1	+
L2_level1_chr15_+_12845154	chr15	12845082	12845173	+	91	Drosha	+
L2_level1_chr12_+_79327698	chr12	79327598	79327798	+	200	Gphn	+
L2_level1_chr3_-_95032160	chr3	95032024	95032344	-	320	Mllt11	-
L2_level1_chr7_+_117188183	chr7	117188121	117188224	+	103	Ipo7	+
L2_level1_chr12_+_25738857	chr12	25738652	25738957	+	305	Kidins220	+
L2_level1_chr9_-_121404785	chr9	121404733	121404894	-	161	Cck	-
L2_level1_chrX_-_132601752	chrX	132601157	132601768	-	611	Bex2	-
L2_level1_chr9_-_49312323	chr9	49312237	49312416	-	179	Ncam1	-
L2_level1_chr2_+_174167339	chr2	174167285	174167404	+	119	Gnas	+
L2_level1_chr9_-_52484587	chr9	52484394	52484914	-	520	AI593442	-
L2_level1_chr8_+_113022885	chr8	113022866	113022906	+	40	Hydin	+
L2_level1_chr2_+_70410810	chr2	70410734	70410942	+	208	Gad1	+
L2_level1_chr2_+_65508597	chr2	65508477	65508826	+	349	Scn2a1	+
L2_level1_chr4_+_138748873	chr4	138748798	138748915	+	117	Capzb	+
L2_level1_chr12_+_91529858	chr12	91529689	91530190	+	501	Nrxn3	+
L2_level1_chr7_+_125856112	chr7	125856026	125856229	+	203	6330503K22Rik	+
L2_level1_chr7_-_66492463	chr7	66492245	66493443	-	1198	Ube3a	+
L2_level1_chr4_+_119246174	chr4	119246068	119246375	+	307	Foxj3	+
L2_level1_chr18_+_6765201	chr18	6765078	6765301	+	223	Rab18	+
L2_level1_chr16_+_32609036	chr16	32608973	32609136	+	163	Tfrc	+
L2_level1_chr6_-_88468797	chr6	88468699	88468903	-	204	Sec61a1	-
L2_level1_chr6_-_22306113	chr6	22306015	22306141	-	126	Fam3c	-
L2_level1_chr19_-_6141120	chr19	6141067	6141234	-	167	Arl2	-
L2_level1_chrX_-_7701683	chrX	7701510	7702335	-	825	Wdr13	-
L2_level1_chr6_-_127059572	chr6	127059485	127059651	-	166	9630033F20Rik	-
L2_level1_chrX_+_71550595	chrX	71550288	71550757	+	469	Gdi1	+
L2_level1_chr16_+_6571892	chr16	6571746	6572832	+	1086	Rbfox1	+
L2_level1_chr5_+_15805857	chr5	15805725	15805887	+	162	Cacna2d1	+
L2_level1_chr7_+_133906378	chr7	133906302	133906486	+	184	Mapk3	+
L2_level1_chr12_+_30460404	chr12	30460290	30460443	+	153	Myt1l	+
L2_level1_chr17_-_87835242	chr17	87835141	87835354	-	213	Calm2	-
L2_level1_chr4_-_25537331	chr4	25536653	25537373	-	720	Fut9	-
L2_level1_chrX_+_160774716	chrX	160774715	160774718	+	3	Pir	+
L2_level1_chr5_-_31522908	chr5	31522682	31523007	-	325	Ppm1g	-
L2_level1_chr5_+_20208653	chr5	20208374	20209835	+	1461	Magi2	+
L2_level1_chr7_-_118218063	chr7	118217882	118218090	-	208	Eif4g2	-
L2_level1_chr3_+_136566117	chr3	136566052	136566175	+	123	Ppp3ca	+
L2_level1_chr1_-_157264549	chr1	157264321	157264577	-	256	Xpr1	-
L2_level1_chr1_+_99666751	chr1	99666668	99666807	+	139	Gin1	+
L2_level1_chr4_+_155008239	chr4	155008184	155008305	+	121	Cdk11b	+
L2_level1_chr9_-_28917061	chr9	28917002	28917117	-	115	Ntm	-
L2_level1_chr10_-_63553028	chr10	63552877	63553098	-	221	Ctnna3	+
L2_level1_chrX_+_132373637	chrX	132373507	132373774	+	267	Gprasp2	+
L2_level1_chr15_-_98569886	chr15	98569083	98570466	-	1383	Arf3	-
L2_level1_chr1_-_69112004	chr1	69111687	69112148	-	461	Erbb4	-
L2_level1_chr16_+_57153842	chr16	57153576	57153933	+	357	Tomm70a	+
L2_level1_chr6_+_133056512	chr6	133056367	133057684	+	1317	2700089E24Rik	+
L2_level1_chr10_+_126727842	chr10	126727634	126727922	+	288	Ddit3	+
L2_level1_chr16_-_45409111	chr16	45408992	45409210	-	218	Cd200	-
L2_level1_chr9_+_64884904	chr9	64884755	64885024	+	269	Dpp8	+
L2_level1_chr9_+_53345150	chr9	53345071	53345265	+	194	Npat	+
L2_level1_chr8_+_34502593	chr8	34502308	34503070	+	762	Purg	+
L2_level1_chr1_-_94951468	chr1	94951413	94951559	-	146	Kif1a	-
L2_level1_chr7_-_66507304	chr7	66507076	66507461	-	385	Ube3a	+
L2_level1_chr12_+_82049008	chr12	82048771	82049568	+	797	Srsf5	+
L2_level1_chr5_-_69983535	chr5	69983470	69983611	-	141	Gnpda2	-
L2_level1_chr16_+_33501183	chr16	33501060	33501434	+	374	Zfp148	+
L2_level1_chr1_-_164645609	chr1	164645507	164645629	-	122	Prrc2c	-
L2_level1_chr7_-_82262383	chr7	82262139	82262428	-	289	Sv2b	-
L2_level1_chr11_-_79055609	chr11	79055480	79055665	-	185	Wsb1	-
L2_level1_chr2_-_84567436	chr2	84567352	84567490	-	138	Clp1	-
L2_level1_chr4_+_109055541	chr4	109055316	109055542	+	226	Eps15	+
L2_level1_chr5_+_28403639	chr5	28403322	28403979	+	657	Insig1	+
L2_level1_chr8_-_74945354	chr8	74945340	74945419	-	79	Eps15l1	-
L2_level1_chr2_-_144300641	chr2	144300571	144300847	-	276	6330439K17Rik	-
L2_level1_chr3_-_94837880	chr3	94837852	94837980	-	128	Psmd4	-
L2_level1_chr3_-_108708139	chr3	108708029	108709308	-	1279	Prpf38b	-
L2_level1_chr2_+_71272183	chr2	71272042	71272232	+	190	Hat1	+
L2_level1_chr3_+_146080704	chr3	146080545	146080724	+	179	Ssx2ip	+
L2_level1_chr5_-_34278898	chr5	34278819	34278972	-	153	Whsc2	-
L2_level1_chrX_-_154291263	chrX	154291098	154291514	-	416	Cnksr2	-
L2_level1_chr2_-_76511176	chr2	76511059	76511218	-	159	Fkbp7	-
L2_level1_chr10_+_69455185	chr10	69453293	69455320	+	2027	Ank3	+
L2_level1_chr9_+_44933154	chr9	44932995	44933159	+	164	Gm10684	-
L2_level1_chr7_-_88937917	chr7	88937728	88938568	-	840	Btbd1	-
L2_level1_chr19_-_21727295	chr19	21727125	21727355	-	230	1110059E24Rik	-
L2_level1_chr19_-_43582426	chr19	43582375	43582527	-	152	Got1	-
L2_level1_chr10_+_85334599	chr10	85334556	85334713	+	157	Pwp1	+
L2_level1_chr12_+_90609260	chr12	90609230	90609880	+	650	Nrxn3	+
L2_level1_chr16_-_16316860	chr16	16316724	16317022	-	298	Dnm1l	-
L2_level1_chr5_-_124850123	chr5	124850018	124850217	-	199	Sbno1	-
L2_level1_chr6_+_31348837	chr6	31348775	31348922	+	147	Mkln1	+
L2_level1_chr6_-_124409978	chr6	124409796	124410043	-	247	Clstn3	-
L2_level1_chr2_+_70370422	chr2	70370419	70370425	+	6	4933404M02Rik	+
L2_level1_chr2_+_25188257	chr2	25188233	25188320	+	87	Man1b1	+
L2_level1_chr6_-_147212392	chr6	147212118	147212719	-	601	Pthlh	-
L2_level1_chr5_+_89363586	chr5	89362922	89363820	+	898	Slc4a4	+
L2_level1_chr4_+_108551704	chr4	108551629	108551848	+	219	Rab3b	+
L2_level1_chr8_+_42343140	chr8	42343130	42343371	+	241	Pcm1	+
L2_level1_chr6_+_148303168	chr6	148303117	148303213	+	96	Tmtc1	-
L2_level1_chr8_-_60756858	chr8	60756663	60757045	-	382	Galntl6	-
L2_level1_chr10_+_20032267	chr10	20032230	20032381	+	151	Bclaf1	+
L2_level1_chrX_-_93152246	chrX	93152118	93152345	-	227	Las1l	-
L2_level1_chr7_-_66542956	chr7	66542853	66543441	-	588	A230073K19Rik	-
L2_level1_chr8_+_125897720	chr8	125897566	125897938	+	372	Tcf25	+
L2_level1_chr3_+_93359045	chr3	93358953	93359103	+	150	S100a10	+
L2_level1_chr1_+_136637445	chr1	136637394	136637587	+	193	Syt2	+
L2_level1_chr6_-_148130070	chr6	148129468	148130280	-	812	Ergic2	-
L2_level1_chr6_-_13594071	chr6	13594054	13594072	-	18	B630005N14Rik	-
L2_level1_chr1_+_133049776	chr1	133049725	133049807	+	82	Eif2d	+
L2_level1_chr16_-_59652577	chr16	59651428	59652605	-	1177	4930547E14Rik	+
L2_level1_chr3_-_55795041	chr3	55794953	55795179	-	226	Nbea	-
L2_level1_chr18_+_65183487	chr18	65183428	65183613	+	185	Nedd4l	+
L2_level1_chr8_+_3676501	chr8	3676416	3676578	+	162	Trappc5	+
L2_level1_chr13_+_74075529	chr13	74075434	74075704	+	270	Brd9	+
L2_level1_chr9_+_44933154	chr9	44932995	44933159	+	164	Scn2b	+
L2_level1_chr19_-_5287098	chr19	5287091	5287305	-	214	Sf3b2	-
L2_level1_chr1_-_68539696	chr1	68539668	68540082	-	414	Erbb4	-
L2_level1_chr18_-_67404924	chr18	67404832	67404971	-	139	Mppe1	-
L2_level1_chr5_+_111759767	chr5	111759718	111759830	+	112	Pitpnb	+
L2_level1_chr9_-_30966173	chr9	30966087	30966202	-	115	Aplp2	-
L2_level1_chr2_-_66156006	chr2	66155881	66156581	-	700	Scn1a	-
L2_level1_chr12_-_68181921	chr12	68181508	68182029	-	521	Mdga2	-
L2_level1_chr14_-_55531944	chr14	55531847	55531987	-	140	Slc22a17	-
L2_level1_chrX_-_110156960	chrX	110156694	110157019	-	325	Chm	-
L2_level1_chr2_-_156217809	chr2	156217281	156218334	-	1053	2900097C17Rik	-
L2_level1_chr11_-_120208464	chr11	120208408	120208584	-	176	Actg1	-
L2_level1_chr3_-_83965425	chr3	83964477	83966538	-	2061	Trim2	-
L2_level1_chr10_-_62215977	chr10	62215956	62216236	-	280	Ccar1	-
L2_level1_chr2_-_44844314	chr2	44843552	44844773	-	1221	Zeb2	-
L2_level1_chr1_+_178744999	chr1	178744931	178745163	+	232	Sdccag8	+
L2_level1_chr7_+_99595561	chr7	99594914	99595749	+	835	Dlg2	+
L2_level1_chr11_-_79053444	chr11	79053161	79053978	-	817	Wsb1	-
L2_level1_chr17_+_31657096	chr17	31657008	31657177	+	169	Ndufv3	+
L2_level1_chr3_+_68421603	chr3	68421513	68421698	+	185	Schip1	+
L2_level1_chr8_-_13104837	chr8	13104776	13104936	-	160	Pcid2	-
L2_level1_chr6_-_87801017	chr6	87800920	87801114	-	194	Cnbp	-
L2_level1_chr12_+_25679843	chr12	25679661	25679868	+	207	Kidins220	+
L2_level1_chr13_-_102457479	chr13	102457471	102457695	-	224	Pik3r1	-
L2_level1_chrX_+_12684968	chrX	12684744	12685046	+	302	Usp9x	+
L2_level1_chr2_+_144353470	chr2	144353438	144353631	+	193	Polr3f	+
L2_level1_chr17_+_56857215	chr17	56857109	56857334	+	225	Vmac	-
L2_level1_chr4_-_43505849	chr4	43505688	43505971	-	283	Rmrp	-
L2_level1_chr14_+_29288998	chr14	29288775	29289442	+	667	Erc2	+
L2_level1_chr18_+_38612031	chr18	38611938	38612072	+	134	Ndfip1	+
L2_level1_chr14_+_105707492	chr14	105707179	105708292	+	1113	Ndfip2	+
L2_level1_chr1_-_172989499	chr1	172989495	172989520	-	25	Fcgr3	-
L2_level1_chr15_-_90803143	chr15	90803054	90803332	-	278	Kif21a	-
L2_level1_chr17_-_64658667	chr17	64657977	64659027	-	1050	Pja2	-
L2_level1_chr16_+_32906526	chr16	32906174	32906847	+	673	Fyttd1	+
L2_level1_chr9_+_66263496	chr9	66263386	66263953	+	567	Herc1	+
L2_level1_chr7_-_66491914	chr7	66491480	66492187	-	707	Ube3a	+
L2_level1_chr4_-_40650209	chr4	40650126	40650255	-	129	Aptx	-
L2_level1_chr5_-_114477316	chr5	114477076	114478432	-	1356	Svop	-
L2_level1_chr14_+_31362342	chr14	31362291	31362536	+	245	Tkt	+
L2_level1_chr7_+_130145192	chr7	130145125	130145488	+	363	Rbbp6	+
L2_level1_chr9_-_64576113	chr9	64576062	64576250	-	188	Rab11a	-
L2_level1_chr15_+_41657459	chr15	41657352	41657624	+	272	Oxr1	+
L2_level1_chr7_+_48158024	chr7	48157775	48158251	+	476	Vstm2b	+
L2_level1_chr2_+_132607396	chr2	132607225	132607516	+	291	Chgb	+
L2_level1_chr2_-_148538454	chr2	148538428	148538500	-	72	Napb	-
L2_level1_chr7_-_150480302	chr7	150480276	150480574	-	298	Kcnq1ot1	-
L2_level1_chr5_-_145497891	chr5	145497618	145498377	-	759	Tmem130	-
L2_level1_chr16_-_66747568	chr16	66747439	66747641	-	202	Cadm2	-
L2_level1_chr1_+_64643937	chr1	64643795	64643950	+	155	Creb1	+
L2_level1_chr2_+_181285989	chr2	181285117	181286326	+	1209	Dnajc5	+
L2_level1_chr16_-_37108880	chr16	37108514	37108963	-	449	Stxbp5l	-
L2_level1_chr12_-_4483227	chr12	4483098	4483318	-	220	Ncoa1	-
L2_level1_chr7_+_66532291	chr7	66531125	66532360	+	1235	Ube3a	+
L2_level1_chr8_-_23817036	chr8	23816967	23817088	-	121	Ikbkb	-
L2_level1_chr1_-_68922983	chr1	68922637	68923104	-	467	Erbb4	-
L2_level1_chr18_+_37602040	chr18	37601992	37602147	+	155	Pcdha4-g	+
L2_level1_chr1_+_89673504	chr1	89673501	89673724	+	223	Atg16l1	+
L2_level1_chr14_-_20693600	chr14	20692125	20694299	-	2174	Gng2	-
L2_level1_chr12_-_74387707	chr12	74387650	74387836	-	186	Trmt5	-
L2_level1_chr2_+_146838773	chr2	146838721	146838902	+	181	Xrn2	+
L2_level1_chr2_+_117075464	chr2	117075439	117075537	+	98	Fam98b	+
L2_level1_chr10_-_49508559	chr10	49508450	49508616	-	166	Grik2	-
L2_level1_chr17_+_21703984	chr17	21703915	21704092	+	177	Zfp948	+
L2_level1_chrX_+_50265477	chrX	50265380	50265577	+	197	Phf6	+
L2_level1_chr12_-_56330981	chr12	56330973	56331051	-	78	Srp54a	+
L2_level1_chr17_+_85169684	chr17	85169682	85169685	+	3	Lrpprc	-
L2_level1_chr2_+_3341463	chr2	3341377	3341501	+	124	Dclre1c	+
L2_level1_chr3_-_55792020	chr3	55791912	55792071	-	159	Nbea	-
L2_level1_chr5_-_92889906	chr5	92889805	92889999	-	194	Scarb2	-
L2_level1_chr1_-_127769394	chr1	127768986	127769660	-	674	Lypd1	-
L2_level1_chr13_+_18931545	chr13	18931490	18931580	+	90	Vps41	+
L2_level1_chr1_-_55057561	chr1	55057497	55057766	-	269	Sf3b1	-
L2_level1_chr12_+_56340335	chr12	56340262	56340382	+	120	Srp54c	+
L2_level1_chr16_+_38090411	chr16	38089947	38090675	+	728	Gsk3b	+
L2_level1_chr10_+_59342393	chr10	59342293	59342517	+	224	Dnajb12	+
L2_level1_chr16_+_96367019	chr16	96366919	96367167	+	248	Wrb	+
L2_level1_chr2_+_69584092	chr2	69584049	69584181	+	132	Ppig	+
L2_level1_chr4_+_137777568	chr4	137777412	137777617	+	205	Hp1bp3	+
L2_level1_chr9_-_28803730	chr9	28803606	28804285	-	679	Ntm	-
L2_level1_chr7_+_119369393	chr7	119369307	119369528	+	221	Mical2	+
L2_level1_chr18_+_37979194	chr18	37979140	37979361	+	221	Pcdhga11	+
L2_level1_chr14_-_45905574	chr14	45904839	45905768	-	929	Ero1l	-
L2_level1_chr2_+_113205896	chr2	113205534	113205966	+	432	Fmn1	+
L2_level1_chr5_-_35448352	chr5	35448150	35448460	-	310	Lrpap1	-
L2_level1_chr14_-_123382466	chr14	123382416	123382544	-	128	Tmtc4	-
L2_level1_chr10_+_57351885	chr10	57351847	57351981	+	134	Pkib	+
L2_level1_chr2_+_172171109	chr2	172171045	172171231	+	186	2010011I20Rik	+
L2_level1_chr11_-_77344849	chr11	77344786	77345183	-	397	Taok1	-
L2_level1_chr18_-_35102904	chr18	35102724	35102973	-	249	Hspa9	-
L2_level1_chr9_+_59296638	chr9	59296637	59296641	+	4	Arih1	-
L2_level1_chr11_+_80982170	chr11	80982170	80982177	+	7	Accn1	-
L2_level1_chr3_-_75360736	chr3	75360681	75360842	-	161	Pdcd10	-
L2_level1_chrX_-_130811495	chrX	130811410	130811562	-	152	Trmt2b	-
L2_level1_chr4_-_120770806	chr4	120770727	120770893	-	166	Zmpste24	-
L2_level1_chr4_+_154931625	chr4	154931563	154931811	+	248	Gnb1	+
L2_level1_chr5_-_137741221	chr5	137741219	137741387	-	168	Srrt	-
L2_level1_chr3_+_90291138	chr3	90291081	90291227	+	146	Ilf2	+
L2_level1_chr9_+_51658132	chr9	51657719	51658402	+	683	9230115E21Rik	-
L2_level1_chr13_-_11687485	chr13	11687301	11687831	-	530	Ryr2	-
L2_level1_chr14_+_61826407	chr14	61824841	61827080	+	2239	Sacs	+
L2_level1_chr3_-_88215406	chr3	88215221	88216095	-	874	Slc25a44	-
L2_level1_chr11_-_103684229	chr11	103683739	103684578	-	839	Nsf	-
L2_level1_chr3_+_36925016	chr3	36924995	36925233	+	238	4932438A13Rik	+
L2_level1_chr2_+_119373449	chr2	119373380	119373620	+	240	1500003O03Rik	+
L2_level1_chr11_+_69548418	chr11	69548351	69548596	+	245	Polr2a	-
L2_level1_chr5_-_92492401	chr5	92492360	92492480	-	120	G3bp2	-
L2_level1_chr5_+_125939929	chr5	125939486	125940433	+	947	Bri3bp	+
L2_level1_chr2_+_134819602	chr2	134819050	134819705	+	655	Plcb1	+
L2_level1_chr7_-_31411136	chr7	31411086	31411237	-	151	Cox6b1	-
L2_level1_chr5_+_67677963	chr5	67677850	67680574	+	2724	Tmem33	+
L2_level1_chr12_+_72996822	chr12	72996698	72996909	+	211	Daam1	+
L2_level1_chr15_+_12280045	chr15	12279770	12280249	+	479	Golph3	+
L2_level1_chr15_+_84753831	chr15	84753717	84754042	+	325	Nup50	+
L2_level1_chr11_-_86571027	chr11	86570769	86571270	-	501	Cltc	-
L2_level1_chr2_+_70405238	chr2	70405215	70405275	+	60	Gad1	+
L2_level1_chr12_+_111858616	chr12	111858486	111858633	+	147	Dync1h1	+
L2_level1_chr8_-_30269021	chr8	30268942	30269632	-	690	Unc5d	-
L2_level1_chr11_+_117169453	chr11	117169426	117169531	+	105	Sept9	+
L2_level1_chr10_-_49083589	chr10	49083564	49083590	-	26	Grik2	-
L2_level1_chrX_-_7722830	chrX	7722790	7722923	-	133	2900002K06Rik	+
L2_level1_chr8_+_125927035	chr8	125926994	125927499	+	505	Tcf25	+
L2_level1_chr15_+_30896657	chr15	30896493	30896690	+	197	Ctnnd2	+
L2_level1_chr15_-_90816317	chr15	90816236	90816440	-	204	Kif21a	-
L2_level1_chr9_+_106073541	chr9	106073416	106073674	+	258	Wdr82	+
L2_level1_chr8_+_65723902	chr8	65723874	65723986	+	112	Spock3	+
L2_level1_chr4_-_125927991	chr4	125927988	125928004	-	16	Mtap7d1	-
L2_level1_chr13_-_36209231	chr13	36209181	36209321	-	140	Lyrm4	-
L2_level1_chr1_-_77365773	chr1	77365710	77366286	-	576	Epha4	-
L2_level1_chr6_-_145180757	chr6	145180621	145180802	-	181	Kras	-
L2_level1_chr10_+_43988304	chr10	43988125	43988361	+	236	Atg5	+
L2_level1_chr14_-_103696474	chr14	103696403	103696661	-	258	Mycbp2	-
L2_level1_chr2_+_73150733	chr2	73150639	73150760	+	121	Cir1	-
L2_level1_chr5_+_130321714	chr5	130321605	130322088	+	483	Cct6a	+
L2_level1_chr8_+_56122838	chr8	56122665	56122861	+	196	Gpm6a	+
L2_level1_chr13_+_51942036	chr13	51942035	51942086	+	51	Gadd45g	+
L2_level1_chr19_-_21468734	chr19	21468602	21468807	-	205	Gda	-
L2_level1_chr1_-_68933501	chr1	68933001	68933924	-	923	Erbb4	-
L2_level1_chr12_+_118114477	chr12	118114429	118114814	+	385	Ptprn2	+
L2_level1_chr19_-_6057759	chr19	6057683	6057805	-	122	Mrpl49	-
L2_level1_chr11_+_77908181	chr11	77908121	77908268	+	147	BC017647	+
L2_level1_chr2_+_102628030	chr2	102627910	102628856	+	946	Slc1a2	+
L2_level1_chr12_-_36742214	chr12	36741567	36742366	-	799	Tspan13	-
L2_level1_chr14_+_35490611	chr14	35490288	35490627	+	339	Wapal	+
L2_level1_chr7_-_19944795	chr7	19944749	19944855	-	106	Cd3eap	-
L2_level1_chr2_+_32163072	chr2	32162819	32163273	+	454	Golga2	+
L2_level1_chr2_-_71205615	chr2	71205580	71205703	-	123	Slc25a12	-
L2_level1_chrX_+_12738620	chrX	12738601	12738812	+	211	Usp9x	+
L2_level1_chr13_+_81741045	chr13	81741044	81741046	+	2	Gpr98	-
L2_level1_chr18_-_35098629	chr18	35098565	35098853	-	288	Hspa9	-
L2_level1_chr1_-_57463319	chr1	57463248	57463393	-	145	1110034B05Rik	-
L2_level1_chr1_-_25887000	chr1	25886538	25887060	-	522	Bai3	-
L2_level1_chr15_-_78022035	chr15	78021868	78022144	-	276	Pvalb	-
L2_level1_chr15_+_61869573	chr15	61869491	61869742	+	251	Pvt1	+
L2_level1_chr4_+_126354900	chr4	126354829	126355059	+	230	Psmb2	+
L2_level1_chr7_+_99049234	chr7	99049202	99049390	+	188	Dlg2	+
L2_level1_chr2_+_127413126	chr2	127413052	127413210	+	158	Mrps5	+
L2_level1_chr9_+_83441946	chr9	83441861	83442060	+	199	Sh3bgrl2	+
L2_level1_chr15_-_51804733	chr15	51804641	51804896	-	255	Rad21	-
L2_level1_chr18_-_35102369	chr18	35102315	35102380	-	65	Hspa9	-
L2_level1_chr11_+_80218936	chr11	80218213	80219147	+	934	Zfp207	+
L2_level1_chr1_-_68935493	chr1	68935384	68936382	-	998	Erbb4	-
L2_level1_chr9_+_103086726	chr9	103085950	103087161	+	1211	Rab6b	+
L2_level1_chr1_-_75212542	chr1	75212087	75213176	-	1089	Stk16	+
L2_level1_chr12_+_110807333	chr12	110805732	110807778	+	2046	Meg3	+
L2_level1_chr2_+_120834221	chr2	120834058	120834331	+	273	Ccndbp1	+
L2_level1_chr11_+_67498206	chr11	67497909	67498613	+	704	Gas7	+
L2_level1_chr15_-_95359006	chr15	95358923	95359218	-	295	Nell2	-
L2_level1_chr18_-_35098375	chr18	35098180	35098530	-	350	Hspa9	-
L2_level1_chr3_-_101394572	chr3	101394395	101394653	-	258	Atp1a1	-
L2_level1_chr3_-_107820741	chr3	107820712	107820800	-	88	Gstm1	-
L2_level1_chr5_+_144578672	chr5	144578630	144578850	+	220	Eif2ak1	+
L2_level1_chr5_-_33994677	chr5	33994626	33994745	-	119	Slbp	-
L2_level1_chr6_+_13020308	chr6	13020292	13020389	+	97	Tmem106b	+
L2_level1_chr8_-_60752398	chr8	60752369	60752599	-	230	Galntl6	-
L2_level1_chr3_+_20215968	chr3	20215967	20215984	+	17	Agtr1b	-
L2_level1_chr10_+_95491053	chr10	95491015	95491253	+	238	Eea1	+
L2_level1_chr4_+_151580904	chr4	151580850	151580989	+	139	Acot7	+
L2_level1_chr1_-_39679212	chr1	39678473	39679550	-	1077	Creg2	-
L2_level1_chr4_+_138012685	chr4	138012619	138012845	+	226	Camk2n1	+
L2_level1_chr1_+_88024822	chr1	88024691	88024861	+	170	Psmd1	+
L2_level1_chr3_-_95600773	chr3	95600769	95600782	-	13	Rprd2	-
L2_level1_chr3_+_153636558	chr3	153636496	153636730	+	234	Slc44a5	+
L2_level1_chr9_+_95855201	chr9	95855146	95855286	+	140	Xrn1	+
L2_level1_chr16_+_44161480	chr16	44161464	44162436	+	972	Naa50	+
L2_level1_chr9_+_62192587	chr9	62192529	62192715	+	186	Anp32a	+
L2_level1_chr2_-_32143534	chr2	32143427	32143690	-	263	Swi5	-
L2_level1_chr1_-_69125797	chr1	69124443	69125938	-	1495	Erbb4	-
L2_level1_chr3_+_33945424	chr3	33945317	33945484	+	167	Fxr1	+
L2_level1_chr8_+_24250660	chr8	24250579	24250673	+	94	Ank1	+
L2_level1_chr1_+_78654448	chr1	78654394	78654675	+	281	Utp14b	+
L2_level1_chr15_-_99537281	chr15	99537245	99537295	-	50	Smarcd1	+
L2_level1_chr4_+_40923879	chr4	40923373	40924271	+	898	Nfx1	+
L2_level1_chr14_-_73768240	chr14	73768130	73768272	-	142	Itm2b	-
L2_level1_chr2_+_28048846	chr2	28048762	28048953	+	191	Olfm1	+
L2_level1_chr12_+_111873814	chr12	111873698	111873930	+	232	Dync1h1	+
L2_level1_chr19_-_46470233	chr19	46470149	46470307	-	158	Actr1a	-
L2_level1_chr5_-_124843938	chr5	124843824	124844016	-	192	Sbno1	-
L2_level1_chr10_-_4705928	chr10	4705692	4706045	-	353	Vip	-
L2_level1_chr8_+_70323846	chr8	70323828	70323855	+	27	Psd3	-
L2_level1_chr9_-_30965313	chr9	30965228	30965452	-	224	Mir3471-1	-
L2_level1_chr11_-_99095800	chr11	99095543	99096028	-	485	Krt222	-
L2_level1_chr5_+_67078283	chr5	67078193	67078433	+	240	Uchl1	+
L2_level1_chr14_+_102053220	chr14	102053171	102053290	+	119	Uchl3	+
L2_level1_chr11_-_119161370	chr11	119161274	119161428	-	154	Eif4a3	-
